raw,sentids,split,filename,img_id
"[""A young man wearing a knit cap and jeans is using a leaf blower on a pile of autumn leaves."", ""A young man using a leaf blower to clean the fall season leaves from the area."", ""A man in a black sweatshirt is using a leaf blower."", ""A man dressed for cooler weather blows leaves."", ""A man blowing leaves in jeans and a jacket.""]","[129485, 129486, 129487, 129488, 129489]",train,5283494184.jpg,25897
"[""A girl wearing large frame plastic glasses and a white headband peeks over the top of a hardcover copy of \""Little People Who Became Great\"" by Laura A. Large."", ""A young, blond girl with large glasses holding an orange copy of \""Little People Who Became Great\"", by Laura A. Large."", ""A person wearing large glasses is reading an orange hard cover book."", ""A girl in glasses holds a bright orange book in front of her face."", ""A young girl relaxing and reading a book.""]","[129490, 129491, 129492, 129493, 129494]",train,5283697807.jpg,25898
"[""A group of four people in blue clothes cleaning a hillside in front of a small town."", ""Five people in blue raking grass in front of a white building with a blue balcony."", ""Four people dressed in identical blue clothes are cleaning the grass."", ""Four people in blue rake up a slanted patch of grass."", ""People conduct landscaping work beside a neighborhood""]","[129495, 129496, 129497, 129498, 129499]",train,5284421435.jpg,25899
"[""A family is taking ride in a old style horse-drawn wagon, driven by a man in a vest and derby hat, down a tree and shrubbery lined grassy path"", ""A man driving a cart led by two horses and carrying several people past a wooded area."", ""Tourists riding on a wagon with brown and white horses are sight seeing."", ""A group of tourists taking a ride on a horse-drawn carriage."", ""Two Clydesdales pull a large wagon with a family inside.""]","[129500, 129501, 129502, 129503, 129504]",train,5284813529.jpg,25900
"[""A kid is jumping on a structure covered with soft material."", ""A toddler in a white sports shorts set jumping on a bed"", ""A little boy wearing white jumps on the bed."", ""Child in white jumping on bed"", ""A boy jumps on a bed.""]","[129505, 129506, 129507, 129508, 129509]",train,528498076.jpg,25901
"[""A woman dressed in a Nike shirt and matching pants looks down at the ground."", ""A smiling woman is wearing sunglasses on a day with sparse clouds."", ""The woman is all dressed in blue and standing under a blue sky."", ""A woman wearing a blue uniform stands and looks down."", ""The lady smiles on a clear day.""]","[129510, 129511, 129512, 129513, 129514]",val,528500099.jpg,25902
"[""Two men have a conversation in a kitchen; a man in a white shirt and eyeglasses gestures with his hands, while a man in blue jeans and a dark-colored shirt washes dishes."", ""A somewhat chubby man making hand gestures with a other man at the sink looking at him."", ""One man in shorts is talking to another man in blue jeans in front of a sink."", ""Two men are having a conversation in the kitchen."", ""Two guys talking in front of a sink.""]","[129515, 129516, 129517, 129518, 129519]",val,528517845.jpg,25903
"[""A farm woman wearing blue waders, a pink shirt, and a straw hat is harvesting rice in a paddock."", ""An older woman wearing a straw hat, a pink shirt, and rain boots is standing in water."", ""An old woman wearing a sunhat and pink blouse examines a grassy, swampy field."", ""An elderly lady, with a wide brimmed hat is planting new plants in some water."", ""A woman collects grass from a water soaked field.""]","[129520, 129521, 129522, 129523, 129524]",train,5286135522.jpg,25904
"[""2 small Asian boys, wearing long pants and long-sleeve shirt running, with Asian girl nearby."", ""Two little boys are racing each other while a little girl watches them."", ""There children are outside playing, with two boys smiling and running."", ""Two boys running down the street while a little girl looks on."", ""Two kids running down a street while a girl watches.""]","[129525, 129526, 129527, 129528, 129529]",train,528645220.jpg,25905
"[""An oriental women with black sunglasses and a black shirt holding up a cellphone."", ""A lady wearing a black summer top and dark sunglasses is taking a photograph."", ""A woman in a black dress and shades takes a photo."", ""A woman in sunglasses taking a photograph"", ""A woman taking a picture.""]","[129530, 129531, 129532, 129533, 129534]",train,528726853.jpg,25906
"[""A man in a white shirt is attempting to feed a baby in a highchair."", ""A father is spoon feeding his baby girl, as she smiles."", ""A man spoon feeds a baby in a toddler's seat."", ""A man feeds a baby in it's highchair."", ""A man feeding a baby in a highchair.""]","[129535, 129536, 129537, 129538, 129539]",val,5287405.jpg,25907
"[""A young boy is sitting on the floor trying to take off his boots."", ""A young boy puts on his boots at the top of a flight of stairs."", ""A young boy is sitting on a rug and putting his boots on."", ""A boy wearing a gray and green shirt puts on his shoes."", ""Young boy taking his boots off.""]","[129540, 129541, 129542, 129543, 129544]",train,5288534547.jpg,25908
"[""A woman in a light-purple colored down winter coat with red-hair is reading price tags in the aisle of a supermarket."", ""A woman in a purple jacket is selecting food in a grocery store aisle."", ""A woman in a purple coat at a grocery store looking at items to buy."", ""A woman with a purple coat is examining noodles in a supermarket."", ""Woman with puffy jacket looking at soup items in a grocery store.""]","[129545, 129546, 129547, 129548, 129549]",train,5288619424.jpg,25909
"[""Three young men play a game of monopoly to pass time."", ""Three young men are playing monopoly on a table."", ""A group of young adult men are playing monopoly."", ""Three boys are playing Monopoly on the table."", ""3 guys are playing monopoly""]","[129550, 129551, 129552, 129553, 129554]",train,52886928.jpg,25910
"[""A girl in a blue dress stands in front of a circular grill where meat is cooking."", ""A woman in a blue star printed dress stands next to a grill with food on it."", ""A woman standing over a grill, waiting for her food to prepare."", ""A woman is manning a grill with some meat"", ""A young woman stands by a barbecue.""]","[129555, 129556, 129557, 129558, 129559]",train,528906914.jpg,25911
"[""A man wearing a green shirt, blue jeans, shades, and a cap is cooking on the grill, as people in the background wait to get some food."", ""People are actively grilling food on grills on a sunny day while other people stand nearby."", ""Three people are cooking outside using Two gas grills."", ""Three people grilling out food in a park."", ""Men and women grilling meat.""]","[129560, 129561, 129562, 129563, 129564]",train,528980321.jpg,25912
"[""A man getting a group of children to move around and have fun."", ""A man in a blue t-shirt teaching children physical activity"", ""Children playing Chinese hopscotch or something similar."", ""Children are at play with a man in a blue shirt."", ""A man in a blue shirt is leading children.""]","[129565, 129566, 129567, 129568, 129569]",train,52898654.jpg,25913
"[""A person wearing gloves drilling a hole into the side of a bottle."", ""A person wearing jeans and gloves is drilling into a bottle."", ""A mad sitting down drilling a hole into a glass bottle."", ""A person is drilling a hole into a bottle."", ""Someone is drilling a hole into a bottle.""]","[129570, 129571, 129572, 129573, 129574]",train,5290252253.jpg,25914
"[""A small kid wearing red and gray is opening a gray and white striped gift while sitting on a man's lap who is wearing a blue shirt and both are in front of a window and a small Christmas tree."", ""A young man and a much younger boy are sitting on the floor, opening a present, with a decorated Christmas tree in the background."", ""A man holds a child in his lap while opening Christmas presents in front of a small Christmas tree."", ""A man with short hair and a child are sitting as the child opens a present."", ""A father and child are opening presents next to a Christmas tree.""]","[129575, 129576, 129577, 129578, 129579]",train,5290499021.jpg,25915
